# accel_bits: 16
# accel_range_g: 16
# accel_source: IIS3DWBG1
# axis_orientation: x=primary_balance_axis,y=secondary,z=fore_aft
# optical_reference: 0_deg_top_dead_center_viewed_from_spinner_side
# rotation_direction: CW_viewed_from_spinner_side
# rpm_mean: 2300.000
# sample_name: rough_harmonics
# target_revolutions: 120
# tick_rate_hz: 1000000
# vibsense_csv_version: 2
tick,rev_offset,phase_deg,ax,ay,az,source,range_g,bits
919339,35,86.871414107,685,371,237,2,16,16
919489,35,88.941388233,652,309,226,2,16,16
919639,35,91.011362358,660,297,259,2,16,16
919789,35,93.081336483,626,282,207,2,16,16
919939,35,95.151310609,533,269,218,2,16,16
920088,35,97.221284734,555,239,171,2,16,16
920238,35,99.291258859,494,239,182,2,16,16
920388,35,101.361232985,450,215,145,2,16,16
920538,35,103.431207110,423,171,167,2,16,16
920688,35,105.501181235,322,194,104,2,16,16
920838,35,107.571155361,338,135,108,2,16,16
920988,35,109.641129486,334,165,107,2,16,16
921138,35,111.711103611,265,133,100,2,16,16
921288,35,113.781077737,270,142,86,2,16,16
921438,35,115.851051862,213,101,81,2,16,16
921588,35,117.921025987,185,88,87,2,16,16
921738,35,119.991000112,195,84,70,2,16,16
921888,35,122.060974238,166,56,46,2,16,16
922038,35,124.130948363,148,55,57,2,16,16
922188,35,126.200922488,146,65,53,2,16,16
922338,35,128.270896614,146,60,55,2,16,16
922488,35,130.340870739,152,62,26,2,16,16
922638,35,132.410844864,134,44,41,2,16,16
922788,35,134.480818990,135,74,13,2,16,16
922938,35,136.550793115,128,50,47,2,16,16
923088,35,138.620767240,117,53,32,2,16,16
923238,35,140.690741366,114,78,80,2,16,16
923388,35,142.760715491,121,67,40,2,16,16
923538,35,144.830689616,115,72,69,2,16,16
923688,35,146.900663742,116,66,75,2,16,16
923838,35,148.970637867,133,86,42,2,16,16
923988,35,151.040611992,119,29,31,2,16,16
924138,35,153.110586118,114,68,52,2,16,16
924288,35,155.180560243,90,63,31,2,16,16
924438,35,157.250534368,89,64,39,2,16,16
924588,35,159.320508494,81,75,43,2,16,16
924738,35,161.390482619,64,55,28,2,16,16
924888,35,163.460456744,77,56,22,2,16,16
925038,35,165.530430870,83,33,79,2,16,16
925188,35,167.600404995,55,17,46,2,16,16
925338,35,169.670379120,3,31,23,2,16,16
925488,35,171.740353246,-2,29,24,2,16,16
925638,35,173.810327371,1,23,32,2,16,16
925788,35,175.880301496,-32,26,27,2,16,16
925938,35,177.950275622,-40,7,-20,2,16,16
926088,35,180.020249747,-79,-15,11,2,16,16
926238,35,182.090223872,-93,-16,8,2,16,16
926388,35,184.160197998,-73,-35,1,2,16,16
926538,35,186.230172123,-107,-17,-17,2,16,16
926688,35,188.300146248,-92,-29,-23,2,16,16
926838,35,190.370120373,-95,-41,9,2,16,16
926988,35,192.440094499,-131,-53,2,2,16,16
927138,35,194.510068624,-136,-47,-29,2,16,16
927288,35,196.580042749,-94,-32,-9,2,16,16
927438,35,198.650016875,-125,-26,6,2,16,16
927588,35,200.719991000,-112,-42,19,2,16,16
927738,35,202.789965125,-108,-19,19,2,16,16
927888,35,204.859939251,-112,-18,32,2,16,16
928038,35,206.929913376,-100,-37,53,2,16,16
928188,35,208.999887501,-79,-20,57,2,16,16
928338,35,211.069861627,-84,27,44,2,16,16
928488,35,213.139835752,-102,26,18,2,16,16
928638,35,215.209809877,-65,-4,58,2,16,16
928788,35,217.279784003,-55,33,91,2,16,16
928938,35,219.349758128,-41,7,48,2,16,16
929088,35,221.419732253,-2,48,61,2,16,16
929238,35,223.489706379,-38,42,47,2,16,16
929388,35,225.559680504,14,69,102,2,16,16
929538,35,227.629654629,-10,70,98,2,16,16
929688,35,229.699628755,11,82,91,2,16,16
929838,35,231.769602880,38,107,105,2,16,16
929988,35,233.839577005,20,111,97,2,16,16
930138,35,235.909551131,64,56,88,2,16,16
930288,35,237.979525256,62,101,113,2,16,16
930438,35,240.049499381,40,79,127,2,16,16
930588,35,242.119473507,40,95,126,2,16,16
930738,35,244.189447632,38,109,124,2,16,16
930888,35,246.259421757,-2,97,92,2,16,16
931038,35,248.329395883,28,97,111,2,16,16
931188,35,250.399370008,26,119,122,2,16,16
931338,35,252.469344133,37,74,87,2,16,16
931488,35,254.539318259,43,102,144,2,16,16
931638,35,256.609292384,-31,89,92,2,16,16
931788,35,258.679266509,11,105,135,2,16,16
931938,35,260.749240634,37,143,130,2,16,16
932088,35,262.819214760,35,102,156,2,16,16
932238,35,264.889188885,52,77,143,2,16,16
932388,35,266.959163010,18,94,146,2,16,16
932538,35,269.029137136,11,99,150,2,16,16
932688,35,271.099111261,40,80,155,2,16,16
932838,35,273.169085386,60,95,172,2,16,16
932988,35,275.239059512,43,86,167,2,16,16
933138,35,277.309033637,60,106,171,2,16,16
933288,35,279.379007762,71,130,139,2,16,16
933438,35,281.448981888,123,134,173,2,16,16
933588,35,283.518956013,111,152,170,2,16,16
933738,35,285.588930138,157,159,193,2,16,16
933888,35,287.658904264,178,149,226,2,16,16
934038,35,289.728878389,199,197,198,2,16,16
934188,35,291.798852514,235,193,207,2,16,16
934338,35,293.868826640,254,212,231,2,16,16
934488,35,295.938800765,255,222,238,2,16,16
934638,35,298.008774890,285,231,211,2,16,16
934788,35,300.078749016,329,246,211,2,16,16
934938,35,302.148723141,374,257,233,2,16,16
935088,35,304.218697266,372,246,250,2,16,16
935238,35,306.288671392,372,275,251,2,16,16
935388,35,308.358645517,384,233,247,2,16,16
935538,35,310.428619642,368,246,255,2,16,16
935688,35,312.498593768,408,245,257,2,16,16
935838,35,314.568567893,396,253,255,2,16,16
935988,35,316.638542018,323,266,271,2,16,16
936138,35,318.708516144,356,233,220,2,16,16
936288,35,320.778490269,286,232,235,2,16,16
936438,35,322.848464394,285,233,198,2,16,16
936588,35,324.918438520,270,174,171,2,16,16
936738,35,326.988412645,189,158,170,2,16,16
936888,35,329.058386770,154,130,170,2,16,16
937038,35,331.128360895,93,105,139,2,16,16
937188,35,333.198335021,-24,90,121,2,16,16
937338,35,335.268309146,7,43,128,2,16,16
937488,35,337.338283271,-90,-3,86,2,16,16
937638,35,339.408257397,-221,-45,66,2,16,16
937788,35,341.478231522,-223,-105,53,2,16,16
937938,35,343.548205647,-340,-147,-4,2,16,16
938088,35,345.618179773,-416,-199,2,2,16,16
938238,35,347.688153898,-493,-247,-45,2,16,16
938388,35,349.758128023,-541,-288,-80,2,16,16
938538,35,351.828102149,-624,-303,-96,2,16,16
938688,35,353.898076274,-722,-379,-118,2,16,16
938838,35,355.968050399,-772,-373,-130,2,16,16
938988,35,358.038024525,-853,-462,-127,2,16,16
939138,36,0.107998650,-866,-460,-171,2,16,16
939288,36,2.177972775,-930,-513,-173,2,16,16
939438,36,4.247946901,-960,-573,-192,2,16,16
939588,36,6.317921026,-1033,-554,-182,2,16,16
939738,36,8.387895151,-1033,-616,-235,2,16,16
939888,36,10.457869277,-1014,-568,-226,2,16,16
940038,36,12.527843402,-1063,-597,-231,2,16,16
940188,36,14.597817527,-1050,-550,-242,2,16,16
940338,36,16.667791653,-1044,-563,-230,2,16,16
940488,36,18.737765778,-1024,-546,-207,2,16,16
940638,36,20.807739903,-976,-567,-191,2,16,16
940788,36,22.877714029,-941,-535,-204,2,16,16
940938,36,24.947688154,-902,-510,-218,2,16,16
941088,36,27.017662279,-844,-454,-136,2,16,16
941238,36,29.087636405,-755,-473,-191,2,16,16
941388,36,31.157610530,-667,-385,-142,2,16,16
941538,36,33.227584655,-609,-383,-138,2,16,16
941688,36,35.297558781,-526,-303,-102,2,16,16
941838,36,37.367532906,-462,-288,-106,2,16,16
941988,36,39.437507031,-369,-221,-50,2,16,16
942138,36,41.507481156,-289,-184,-33,2,16,16
942288,36,43.577455282,-185,-138,-10,2,16,16
942438,36,45.647429407,-97,-89,20,2,16,16
942588,36,47.717403532,12,-84,57,2,16,16
942738,36,49.787377658,98,9,33,2,16,16
942888,36,51.857351783,146,36,78,2,16,16
943038,36,53.927325908,244,112,84,2,16,16
943188,36,55.997300034,299,87,117,2,16,16
943338,36,58.067274159,346,158,116,2,16,16
943488,36,60.137248284,415,182,115,2,16,16
943638,36,62.207222410,484,221,143,2,16,16
943788,36,64.277196535,528,243,152,2,16,16
943938,36,66.347170660,572,261,179,2,16,16
944088,36,68.417144786,576,299,174,2,16,16
944238,36,70.487118911,608,275,190,2,16,16
944388,36,72.557093036,594,301,188,2,16,16
944538,36,74.627067162,651,307,194,2,16,16
944688,36,76.697041287,698,299,170,2,16,16
944838,36,78.767015412,636,297,167,2,16,16
944988,36,80.836989538,580,288,195,2,16,16
945138,36,82.906963663,602,264,139,2,16,16
945288,36,84.976937788,579,250,166,2,16,16
945438,36,87.046911914,568,246,159,2,16,16
945588,36,89.116886039,534,251,136,2,16,16
945738,36,91.186860164,519,213,117,2,16,16
945888,36,93.256834290,478,187,128,2,16,16
946038,36,95.326808415,429,145,89,2,16,16
946188,36,97.396782540,372,148,106,2,16,16
946338,36,99.466756666,336,114,83,2,16,16
946488,36,101.536730791,314,96,54,2,16,16
946638,36,103.606704916,268,74,56,2,16,16
946788,36,105.676679042,262,77,52,2,16,16
946938,36,107.746653167,224,39,37,2,16,16
947088,36,109.816627292,195,15,57,2,16,16
947238,36,111.886601417,109,18,-18,2,16,16
947388,36,113.956575543,113,5,-12,2,16,16
947538,36,116.026549668,130,18,-3,2,16,16
947688,36,118.096523793,94,-5,-9,2,16,16
947838,36,120.166497919,78,-22,-26,2,16,16
947988,36,122.236472044,79,-44,-45,2,16,16
948138,36,124.306446169,43,-12,-37,2,16,16
948288,36,126.376420295,35,23,-18,2,16,16
948438,36,128.446394420,34,-23,-1,2,16,16
948588,36,130.516368545,16,-26,-31,2,16,16
948738,36,132.586342671,32,-30,-32,2,16,16
948888,36,134.656316796,0,2,-46,2,16,16
949038,36,136.726290921,64,-10,-3,2,16,16
949188,36,138.796265047,70,-8,-64,2,16,16
949338,36,140.866239172,52,-25,-38,2,16,16
949488,36,142.936213297,44,-35,35,2,16,16
949638,36,145.006187423,6,-35,-56,2,16,16
949788,36,147.076161548,79,-30,-24,2,16,16
949938,36,149.146135673,52,-16,-2,2,16,16
950088,36,151.216109799,24,-31,-20,2,16,16
950238,36,153.286083924,19,20,-46,2,16,16
950388,36,155.356058049,33,-8,-10,2,16,16
950538,36,157.426032175,9,-12,-26,2,16,16
950688,36,159.496006300,23,-1,-12,2,16,16
950838,36,161.565980425,24,11,-35,2,16,16
950988,36,163.635954551,-28,-8,-11,2,16,16
951138,36,165.705928676,-44,-25,-36,2,16,16
951288,36,167.775902801,-41,-47,-39,2,16,16
951438,36,169.845876927,-24,-52,-82,2,16,16
951588,36,171.915851052,-51,-56,-29,2,16,16
951738,36,173.985825177,-67,-18,-42,2,16,16
951888,36,176.055799303,-87,-11,-52,2,16,16
952038,36,178.125773428,-75,-29,-59,2,16,16
952188,36,180.195747553,-127,-65,-47,2,16,16
952338,36,182.265721678,-97,-65,-64,2,16,16
952488,36,184.335695804,-145,-75,-49,2,16,16
952638,36,186.405669929,-148,-77,-63,2,16,16
952788,36,188.475644054,-140,-76,-28,2,16,16
952938,36,190.545618180,-129,-60,-54,2,16,16
953088,36,192.615592305,-153,-84,-20,2,16,16
953238,36,194.685566430,-182,-93,-32,2,16,16
953388,36,196.755540556,-157,-86,-39,2,16,16
953538,36,198.825514681,-185,-89,-56,2,16,16
953688,36,200.895488806,-135,-97,-50,2,16,16
953838,36,202.965462932,-142,-79,-35,2,16,16
953988,36,205.035437057,-138,-64,-8,2,16,16
954138,36,207.105411182,-115,-66,-65,2,16,16
954288,36,209.175385308,-136,-40,-39,2,16,16
954438,36,211.245359433,-137,-13,10,2,16,16
954588,36,213.315333558,-95,-15,-8,2,16,16
954738,36,215.385307684,-83,14,-6,2,16,16
954888,36,217.455281809,-97,24,-5,2,16,16
955038,36,219.525255934,-44,18,25,2,16,16
955188,36,221.595230060,-15,9,14,2,16,16
955338,36,223.665204185,10,4,29,2,16,16
955488,36,225.735178310,6,40,24,2,16,16
955638,36,227.805152436,6,13,55,2,16,16
955788,36,229.875126561,-32,64,74,2,16,16
955938,36,231.945100686,-19,71,33,2,16,16
956088,36,234.015074812,50,37,59,2,16,16
956238,36,236.085048937,67,37,60,2,16,16
956388,36,238.155023062,32,50,60,2,16,16
956538,36,240.224997188,51,75,53,2,16,16
956688,36,242.294971313,62,107,92,2,16,16
956838,36,244.364945438,58,75,67,2,16,16
956988,36,246.434919564,66,84,90,2,16,16
957138,36,248.504893689,37,58,80,2,16,16
957288,36,250.574867814,17,48,62,2,16,16
957438,36,252.644841939,43,68,44,2,16,16
957588,36,254.714816065,44,93,101,2,16,16
957738,36,256.784790190,-6,55,50,2,16,16
957888,36,258.854764315,40,80,91,2,16,16
958038,36,260.924738441,91,53,66,2,16,16
958188,36,262.994712566,59,47,86,2,16,16
958338,36,265.064686691,41,75,92,2,16,16
958488,36,267.134660817,62,64,65,2,16,16
958638,36,269.204634942,68,68,86,2,16,16
958788,36,271.274609067,67,74,101,2,16,16
958938,36,273.344583193,71,93,115,2,16,16
959088,36,275.414557318,65,116,75,2,16,16
959238,36,277.484531443,83,89,119,2,16,16
959388,36,279.554505569,134,113,113,2,16,16
959538,36,281.624479694,131,112,73,2,16,16
959688,36,283.694453819,158,116,119,2,16,16
959838,36,285.764427945,201,154,155,2,16,16
959988,36,287.834402070,225,151,163,2,16,16
960138,36,289.904376195,229,188,124,2,16,16
960288,36,291.974350321,236,181,172,2,16,16
960438,36,294.044324446,281,171,185,2,16,16
960588,36,296.114298571,299,257,189,2,16,16
960738,36,298.184272697,351,239,194,2,16,16
960888,36,300.254246822,330,208,171,2,16,16
961038,36,302.324220947,383,252,196,2,16,16
961188,36,304.394195073,406,250,192,2,16,16
961338,36,306.464169198,376,273,211,2,16,16
961488,36,308.534143323,425,248,182,2,16,16
961638,36,310.604117449,428,249,215,2,16,16
961788,36,312.674091574,452,217,208,2,16,16
961938,36,314.744065699,425,263,221,2,16,16
962088,36,316.814039825,418,253,223,2,16,16
962238,36,318.884013950,387,237,163,2,16,16
962388,36,320.953988075,386,221,169,2,16,16
962538,36,323.023962200,315,180,182,2,16,16
962688,36,325.093936326,320,162,170,2,16,16
962838,36,327.163910451,262,154,157,2,16,16
962988,36,329.233884576,161,97,140,2,16,16
963138,36,331.303858702,124,85,144,2,16,16
963288,36,333.373832827,99,44,106,2,16,16
963438,36,335.443806952,27,10,91,2,16,16
963588,36,337.513781078,-67,-24,35,2,16,16
963738,36,339.583755203,-143,-78,39,2,16,16
963888,36,341.653729328,-199,-94,21,2,16,16
964038,36,343.723703454,-318,-173,10,2,16,16
964188,36,345.793677579,-368,-216,-40,2,16,16
964338,36,347.863651704,-421,-268,-110,2,16,16
964488,36,349.933625830,-548,-281,-108,2,16,16
964638,36,352.003599955,-565,-320,-122,2,16,16
964788,36,354.073574080,-633,-411,-137,2,16,16
964938,36,356.143548206,-744,-401,-152,2,16,16
965088,36,358.213522331,-815,-483,-205,2,16,16
965238,37,0.283496456,-850,-498,-203,2,16,16
965388,37,2.353470582,-889,-523,-263,2,16,16
965538,37,4.423444707,-922,-529,-227,2,16,16
965688,37,6.493418832,-976,-567,-208,2,16,16
965838,37,8.563392958,-1014,-603,-257,2,16,16
965988,37,10.633367083,-986,-571,-269,2,16,16
966138,37,12.703341208,-1026,-599,-249,2,16,16
966288,37,14.773315334,-1028,-616,-284,2,16,16
966438,37,16.843289459,-1009,-593,-246,2,16,16
966588,37,18.913263584,-959,-559,-262,2,16,16
966738,37,20.983237710,-948,-572,-279,2,16,16
966888,37,23.053211835,-905,-521,-300,2,16,16
967038,37,25.123185960,-829,-518,-277,2,16,16
967188,37,27.193160086,-808,-483,-235,2,16,16
967338,37,29.263134211,-771,-465,-186,2,16,16
967488,37,31.333108336,-647,-409,-155,2,16,16
967638,37,33.403082461,-570,-385,-166,2,16,16
967788,37,35.473056587,-489,-328,-136,2,16,16
967938,37,37.543030712,-424,-296,-113,2,16,16
968088,37,39.613004837,-351,-247,-110,2,16,16
968238,37,41.682978963,-247,-179,-71,2,16,16
968388,37,43.752953088,-171,-137,-72,2,16,16
968538,37,45.822927213,-46,-93,-52,2,16,16
968688,37,47.892901339,28,-46,-28,2,16,16
968838,37,49.962875464,141,-20,1,2,16,16
968988,37,52.032849589,199,32,31,2,16,16
969138,37,54.102823715,255,47,81,2,16,16
969288,37,56.172797840,354,78,52,2,16,16
969438,37,58.242771965,377,137,109,2,16,16
969588,37,60.312746091,470,149,71,2,16,16
969738,37,62.382720216,519,192,105,2,16,16
969888,37,64.452694341,537,188,134,2,16,16
970038,37,66.522668467,563,250,134,2,16,16
970188,37,68.592642592,605,278,133,2,16,16
970338,37,70.662616717,617,258,138,2,16,16
970488,37,72.732590843,640,266,145,2,16,16
970638,37,74.802564968,653,285,157,2,16,16
970788,37,76.872539093,649,262,148,2,16,16
970938,37,78.942513219,637,270,151,2,16,16
971088,37,81.012487344,639,238,137,2,16,16
971238,37,83.082461469,609,253,131,2,16,16
971388,37,85.152435595,609,209,103,2,16,16
971538,37,87.222409720,521,187,82,2,16,16
971688,37,89.292383845,524,204,63,2,16,16
971838,37,91.362357971,474,180,89,2,16,16
971988,37,93.432332096,470,159,84,2,16,16
972138,37,95.502306221,413,114,48,2,16,16
972288,37,97.572280346,395,144,43,2,16,16
972438,37,99.642254472,364,97,18,2,16,16
972588,37,101.712228597,294,55,-4,2,16,16
972738,37,103.782202722,279,40,-37,2,16,16
972888,37,105.852176848,241,44,-13,2,16,16
973038,37,107.922150973,178,9,-39,2,16,16
973188,37,109.992125098,149,-32,-21,2,16,16
973338,37,112.062099224,146,3,-60,2,16,16
973488,37,114.132073349,70,-34,-53,2,16,16
973638,37,116.202047474,75,-48,-77,2,16,16
973788,37,118.272021600,53,-62,-70,2,16,16
973938,37,120.341995725,43,-46,-107,2,16,16
974088,37,122.411969850,32,-51,-85,2,16,16
974238,37,124.481943976,57,-72,-98,2,16,16
974388,37,126.551918101,4,-49,-91,2,16,16
974538,37,128.621892226,-18,-87,-78,2,16,16
974688,37,130.691866352,1,-77,-88,2,16,16
974838,37,132.761840477,-21,-86,-97,2,16,16
974988,37,134.831814602,11,-47,-84,2,16,16
975138,37,136.901788728,9,-74,-103,2,16,16
975288,37,138.971762853,-33,-68,-77,2,16,16
975438,37,141.041736978,-33,-59,-132,2,16,16
975588,37,143.111711104,-4,-89,-108,2,16,16
975738,37,145.181685229,-19,-35,-109,2,16,16
975888,37,147.251659354,-13,-92,-108,2,16,16
976038,37,149.321633480,12,-63,-74,2,16,16
976188,37,151.391607605,-22,-46,-128,2,16,16
976338,37,153.461581730,-18,-40,-119,2,16,16
976488,37,155.531555856,-56,-86,-81,2,16,16
976638,37,157.601529981,-67,-94,-106,2,16,16
976788,37,159.671504106,-70,-96,-81,2,16,16
976938,37,161.741478232,-73,-121,-85,2,16,16
977088,37,163.811452357,-64,-125,-62,2,16,16
977238,37,165.881426482,-72,-71,-102,2,16,16
977388,37,167.951400607,-72,-117,-89,2,16,16
977538,37,170.021374733,-134,-98,-110,2,16,16
977688,37,172.091348858,-119,-154,-121,2,16,16
977838,37,174.161322983,-164,-125,-127,2,16,16
977988,37,176.231297109,-196,-144,-99,2,16,16
978138,37,178.301271234,-152,-126,-97,2,16,16
978288,37,180.371245359,-185,-153,-96,2,16,16
978438,37,182.441219485,-223,-142,-112,2,16,16
978588,37,184.511193610,-225,-117,-137,2,16,16
978738,37,186.581167735,-217,-132,-112,2,16,16
978888,37,188.651141861,-206,-148,-156,2,16,16
979038,37,190.721115986,-230,-151,-126,2,16,16
979188,37,192.791090111,-239,-169,-143,2,16,16
979338,37,194.861064237,-270,-188,-139,2,16,16
979488,37,196.931038362,-287,-148,-92,2,16,16
979638,37,199.001012487,-257,-171,-157,2,16,16
979788,37,201.070986613,-278,-176,-75,2,16,16
979938,37,203.140960738,-257,-129,-126,2,16,16
980088,37,205.210934863,-218,-152,-130,2,16,16
980238,37,207.280908989,-229,-134,-97,2,16,16
980388,37,209.350883114,-244,-122,-114,2,16,16
980538,37,211.420857239,-246,-152,-127,2,16,16
980688,37,213.490831365,-222,-89,-101,2,16,16
980838,37,215.560805490,-178,-116,-74,2,16,16
980988,37,217.630779615,-222,-116,-94,2,16,16
981138,37,219.700753741,-186,-75,-62,2,16,16
981288,37,221.770727866,-143,-59,-56,2,16,16
981438,37,223.840701991,-152,-117,-42,2,16,16
981588,37,225.910676117,-130,-69,-42,2,16,16
981738,37,227.980650242,-140,-74,-59,2,16,16
981888,37,230.050624367,-93,-23,-47,2,16,16
982038,37,232.120598493,-61,-31,-56,2,16,16
982188,37,234.190572618,-87,-33,-24,2,16,16
982338,37,236.260546743,-64,-74,-11,2,16,16
982488,37,238.330520868,-95,-75,-32,2,16,16
982638,37,240.400494994,-79,-18,-3,2,16,16
982788,37,242.470469119,-85,-14,-10,2,16,16
982938,37,244.540443244,-118,-34,-2,2,16,16
983088,37,246.610417370,-90,-44,-55,2,16,16
983238,37,248.680391495,-92,-33,-39,2,16,16
983388,37,250.750365620,-103,-52,-12,2,16,16
983538,37,252.820339746,-103,-58,7,2,16,16
983688,37,254.890313871,-133,-22,-13,2,16,16
983838,37,256.960287996,-92,-35,-21,2,16,16
983988,37,259.030262122,-120,-30,-3,2,16,16
984138,37,261.100236247,-103,-34,-3,2,16,16
984288,37,263.170210372,-116,-28,-8,2,16,16
984438,37,265.240184498,-87,-38,16,2,16,16
984588,37,267.310158623,-100,-44,40,2,16,16
984738,37,269.380132748,-83,-79,10,2,16,16
984888,37,271.450106874,-110,-12,-25,2,16,16
985038,37,273.520080999,-66,-31,30,2,16,16
985188,37,275.590055124,-57,-36,11,2,16,16
985338,37,277.660029250,-53,4,41,2,16,16
985488,37,279.730003375,-42,7,56,2,16,16
985638,37,281.799977500,-8,22,29,2,16,16
985788,37,283.869951626,16,11,56,2,16,16
985938,37,285.939925751,29,34,30,2,16,16
986088,37,288.009899876,56,16,62,2,16,16
986238,37,290.079874002,71,54,64,2,16,16
986388,37,292.149848127,92,69,64,2,16,16
986538,37,294.219822252,105,93,75,2,16,16
986688,37,296.289796378,173,85,103,2,16,16
986838,37,298.359770503,185,109,77,2,16,16
986988,37,300.429744628,201,99,129,2,16,16
987138,37,302.499718754,212,96,128,2,16,16
987288,37,304.569692879,230,102,114,2,16,16
987438,37,306.639667004,234,144,105,2,16,16
987588,37,308.709641129,269,116,120,2,16,16
987738,37,310.779615255,261,140,121,2,16,16
987888,37,312.849589380,256,141,98,2,16,16
988038,37,314.919563505,242,137,113,2,16,16
988188,37,316.989537631,218,106,118,2,16,16
988338,37,319.059511756,237,103,116,2,16,16
988488,37,321.129485881,184,98,106,2,16,16
988638,37,323.199460007,170,66,92,2,16,16
988788,37,325.269434132,103,50,109,2,16,16
988938,37,327.339408257,72,-9,78,2,16,16
989088,37,329.409382383,38,41,17,2,16,16
989238,37,331.479356508,-63,-39,68,2,16,16
989388,37,333.549330633,-116,-58,-3,2,16,16
989538,37,335.619304759,-186,-82,-3,2,16,16
989688,37,337.689278884,-232,-100,-17,2,16,16
989838,37,339.759253009,-343,-212,-72,2,16,16
989988,37,341.829227135,-397,-254,-86,2,16,16
990138,37,343.899201260,-492,-291,-122,2,16,16
990288,37,345.969175385,-574,-345,-142,2,16,16
990438,37,348.039149511,-579,-392,-143,2,16,16
990588,37,350.109123636,-702,-406,-183,2,16,16
990738,37,352.179097761,-747,-460,-225,2,16,16
990888,37,354.249071887,-818,-491,-232,2,16,16
991038,37,356.319046012,-877,-522,-253,2,16,16
991188,37,358.389020137,-968,-575,-245,2,16,16
991338,38,0.458994263,-1039,-601,-314,2,16,16
991488,38,2.528968388,-1025,-627,-338,2,16,16
991638,38,4.598942513,-1134,-657,-302,2,16,16
991788,38,6.668916639,-1170,-665,-400,2,16,16
991938,38,8.738890764,-1146,-689,-353,2,16,16
992088,38,10.808864889,-1155,-730,-368,2,16,16
992238,38,12.878839015,-1158,-672,-338,2,16,16
992388,38,14.948813140,-1174,-718,-395,2,16,16
992538,38,17.018787265,-1177,-693,-378,2,16,16
992688,38,19.088761390,-1123,-677,-373,2,16,16
992838,38,21.158735516,-1074,-678,-352,2,16,16
992988,38,23.228709641,-1051,-649,-326,2,16,16
993138,38,25.298683766,-971,-633,-318,2,16,16
993288,38,27.368657892,-940,-588,-282,2,16,16
993438,38,29.438632017,-856,-553,-294,2,16,16
993588,38,31.508606142,-813,-534,-249,2,16,16
993738,38,33.578580268,-714,-467,-252,2,16,16
993888,38,35.648554393,-613,-432,-221,2,16,16
994038,38,37.718528518,-530,-379,-192,2,16,16
994188,38,39.788502644,-454,-322,-168,2,16,16
994338,38,41.858476769,-379,-287,-161,2,16,16
994488,38,43.928450894,-300,-255,-157,2,16,16
994638,38,45.998425020,-200,-198,-95,2,16,16
994788,38,48.068399145,-94,-150,-73,2,16,16
994938,38,50.138373270,-14,-84,-79,2,16,16
995088,38,52.208347396,31,-97,-40,2,16,16
995238,38,54.278321521,149,-21,-20,2,16,16
995388,38,56.348295646,225,12,6,2,16,16
995538,38,58.418269772,248,29,31,2,16,16
995688,38,60.488243897,328,92,10,2,16,16
995838,38,62.558218022,352,108,0,2,16,16
995988,38,64.628192148,416,98,57,2,16,16
996138,38,66.698166273,449,147,90,2,16,16
996288,38,68.768140398,485,205,69,2,16,16
996438,38,70.838114524,500,133,79,2,16,16
996588,38,72.908088649,506,185,99,2,16,16
996738,38,74.978062774,529,176,71,2,16,16
996888,38,77.048036900,476,208,61,2,16,16
997038,38,79.118011025,494,167,90,2,16,16
997188,38,81.187985150,502,169,57,2,16,16
997338,38,83.257959276,482,161,83,2,16,16
997488,38,85.327933401,472,160,64,2,16,16
997638,38,87.397907526,418,124,37,2,16,16
997788,38,89.467881651,379,113,48,2,16,16
997938,38,91.537855777,372,121,-28,2,16,16
998088,38,93.607829902,328,58,16,2,16,16
998238,38,95.677804027,266,47,0,2,16,16
998388,38,97.747778153,282,25,-21,2,16,16
998538,38,99.817752278,236,11,-53,2,16,16
998688,38,101.887726403,191,11,-48,2,16,16
998838,38,103.957700529,205,-6,-60,2,16,16
998988,38,106.027674654,109,-20,-98,2,16,16
999138,38,108.097648779,97,-41,-120,2,16,16
999288,38,110.167622905,78,-92,-104,2,16,16
999438,38,112.237597030,39,-93,-77,2,16,16
999588,38,114.307571155,7,-106,-118,2,16,16
999738,38,116.377545281,-3,-120,-105,2,16,16
999888,38,118.447519406,-15,-117,-145,2,16,16
1000037,38,120.517493531,-20,-88,-144,2,16,16
1000187,38,122.587467657,-58,-120,-128,2,16,16
1000337,38,124.657441782,-64,-136,-163,2,16,16
1000487,38,126.727415907,-78,-116,-136,2,16,16
1000637,38,128.797390033,-78,-154,-115,2,16,16
1000787,38,130.867364158,-79,-143,-132,2,16,16
1000937,38,132.937338283,-83,-145,-142,2,16,16
1001087,38,135.007312409,-37,-142,-135,2,16,16
1001237,38,137.077286534,-80,-134,-120,2,16,16
1001387,38,139.147260659,-78,-104,-126,2,16,16
1001537,38,141.217234785,-25,-131,-119,2,16,16
1001687,38,143.287208910,-50,-126,-109,2,16,16
1001837,38,145.357183035,-114,-147,-142,2,16,16
1001987,38,147.427157161,-65,-138,-139,2,16,16
1002137,38,149.497131286,-70,-100,-119,2,16,16
1002287,38,151.567105411,-95,-110,-118,2,16,16
1002437,38,153.637079537,-95,-132,-152,2,16,16
1002587,38,155.707053662,-63,-118,-159,2,16,16
1002737,38,157.777027787,-75,-106,-129,2,16,16
1002887,38,159.847001912,-89,-151,-113,2,16,16
1003037,38,161.916976038,-115,-121,-137,2,16,16
1003187,38,163.986950163,-86,-110,-165,2,16,16
1003337,38,166.056924288,-116,-106,-121,2,16,16
